Shipment_ID,Order_Date,Dispatch_Date,Delivery_Date,Origin_City,Destination_City,Origin_Region,Destination_Region,Distance_km,Carrier,Vehicle_Type,Package_Weight_kg,Package_Volume_m3,Priority_Level,Temperature_Sensitive,Fragile,Actual_Delivery_Time_Hours,Estimated_Delivery_Time_Hours,On_Time_Delivery,Delivery_Cost_NOK,Fuel_Cost_NOK,CO2_Emissions_kg,Route_Efficiency_Score,Weather_Condition,Traffic_Condition
SHP1128,21/03/2024,23/03/2024,23/03/2024,Oslo,Bergen,Østlandet,Vestlandet,360,Bring,Truck,6.03,0.021,Express,0,0,4.8,3.9,0,6484,2268,90,77,Storm,Low
SHP1129,08/03/2024,10/03/2024,10/03/2024,Stavanger,Bodø,Vestlandet,Nord-Norge,542,FedEx Norway,Train,7.25,0.058,Standard,0,0,9.2,8,0,3256,781,16,86,Rain,Severe
SHP1130,01/03/2024,02/03/2024,02/03/2024,Bergen,Trondheim,Vestlandet,Trøndelag,610,Scandinavian Express,Truck,1.43,0.008,Express,0,0,7.3,7.3,1,10981,3843,152,100,Clear,Low
SHP1131,15/01/2024,16/01/2024,17/01/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,FedEx Norway,Container Ship,38.82,0.247,Express,0,1,33.4,28.3,0,10469,7830,313,82,Clear,Low
SHP1132,14/02/2024,16/02/2024,16/02/2024,Oslo,Kristiansand,Østlandet,Sørlandet,243,PostNord,Truck,2.98,0.01,Express,0,0,2.7,2.7,1,4370,1529,61,100,Rain,Low
SHP1133,17/02/2024,18/02/2024,18/02/2024,Bergen,Kristiansand,Vestlandet,Sørlandet,366,DSV,Train,6.14,0.052,Standard,0,1,6,5.2,0,2197,527,11,86,Clear,Severe
SHP1134,03/03/2024,04/03/2024,04/03/2024,Bodø,Tromsø,Nord-Norge,Nord-Norge,435,DB Schenker,Truck,2.44,0.014,Standard,1,0,7.4,6,0,5216,2738,109,76,Clear,High
SHP1135,05/03/2024,06/03/2024,06/03/2024,Bergen,Oslo,Vestlandet,Østlandet,241,Norsk Transport,Van,6.81,0.03,Standard,0,0,6.6,5.2,0,1929,520,29,73,Clear,Severe
SHP1136,28/01/2024,30/01/2024,30/01/2024,Stavanger,Drammen,Vestlandet,Østlandet,379,Posten,Truck,14.11,0.117,Standard,1,0,5.9,5.9,1,4560,2390,95,100,Fog,Medium
SHP1137,02/01/2024,03/01/2024,03/01/2024,Drammen,Bergen,Østlandet,Vestlandet,340,DSV,Truck,7.36,0.022,Express,0,0,3.1,3.1,1,6129,2143,85,100,Rain,Low
SHP1138,20/02/2024,21/02/2024,21/02/2024,Bergen,Bergen,Vestlandet,Vestlandet,28,DB Schenker,Van,3.36,0.012,Priority,0,0,2.3,2,0,268,60,3,84,Clear,High
SHP1139,04/01/2024,05/01/2024,05/01/2024,Ålesund,Oslo,Vestlandet,Østlandet,390,DB Schenker,Truck,2.86,0.008,Standard,0,0,8.6,6.2,0,4681,2457,98,61,Storm,Low
SHP1140,28/01/2024,29/01/2024,29/01/2024,Bodø,Drammen,Nord-Norge,Østlandet,245,Bring,Truck,14.23,0.054,Priority,0,0,2.7,2.7,1,3539,1545,61,100,Rain,Low
SHP1141,02/03/2024,04/03/2024,04/03/2024,Oslo,Bergen,Østlandet,Vestlandet,377,DSV,Train,1.26,0.011,Standard,0,1,5.5,5.5,1,2264,543,11,100,Clear,Low
SHP1142,14/01/2024,15/01/2024,15/01/2024,Stavanger,Trondheim,Vestlandet,Trøndelag,317,DHL Norway,Train,4.62,0.035,Standard,0,0,4.7,4.7,1,1906,457,10,100,Clear,Low
SHP1143,03/01/2024,05/01/2024,05/01/2024,Bergen,Stavanger,Vestlandet,Vestlandet,210,DSV,Truck,1.64,0.006,Standard,1,0,4.4,3.5,0,2521,1323,52,75,Clear,High
SHP1144,23/03/2024,24/03/2024,24/03/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,DHL Norway,Truck,2.98,0.01,Standard,0,0,7.5,7.5,1,6481,3402,135,100,Clear,Low
SHP1145,02/03/2024,04/03/2024,04/03/2024,Oslo,Bergen,Østlandet,Vestlandet,244,Bring,Truck,1.66,0.002,Standard,0,1,4.6,3.8,0,2934,1540,61,77,Snow,Low
SHP1146,02/01/2024,03/01/2024,03/01/2024,Trondheim,Fredrikstad,Trøndelag,Østlandet,538,Norsk Transport,Truck,21.78,0.128,Standard,0,0,10.9,7.4,0,6468,3390,135,53,Snow,Medium
SHP1147,09/01/2024,10/01/2024,10/01/2024,Stavanger,Bergen,Vestlandet,Vestlandet,210,DSV,Truck,13.16,0.051,Priority,1,0,2.6,2.6,1,3032,1323,52,100,Clear,Low
SHP1148,08/01/2024,09/01/2024,09/01/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,DSV,Cargo Plane,8.23,0.05,Standard,0,0,4,4,1,43504,78300,487,100,Rain,Low
SHP1149,03/03/2024,04/03/2024,06/03/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,Posten,Container Ship,2.54,0.004,Standard,1,1,61.7,48.9,0,6961,7830,313,74,Clear,High
SHP1150,25/01/2024,27/01/2024,27/01/2024,Tromsø,Drammen,Nord-Norge,Østlandet,368,Posten,Truck,7.14,0.013,Standard,0,0,5.6,5.6,1,4419,2318,92,100,Clear,Low
SHP1151,17/03/2024,19/03/2024,19/03/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,DB Schenker,Train,7.36,0.05,Priority,0,1,4.9,4.9,1,2812,562,12,100,Rain,Medium
SHP1152,07/03/2024,09/03/2024,09/03/2024,Oslo,Kristiansand,Østlandet,Sørlandet,533,Bring,Truck,8.93,0.044,Standard,1,0,7.3,7.3,1,6399,3357,133,100,Clear,Low
SHP1153,06/01/2024,08/01/2024,08/01/2024,Stavanger,Trondheim,Vestlandet,Trøndelag,512,DSV,Train,0.62,0.005,Priority,0,0,5.2,5.2,1,3686,737,15,100,Rain,Low
SHP1154,29/01/2024,30/01/2024,30/01/2024,Ålesund,Oslo,Vestlandet,Østlandet,390,Posten,Train,36.08,0.322,Standard,1,0,4.8,4.8,1,2358,562,12,100,Clear,Medium
SHP1155,13/03/2024,15/03/2024,15/03/2024,Oslo,Bergen,Østlandet,Vestlandet,528,DHL Norway,Truck,6.26,0.035,Standard,0,0,6.9,6.9,1,6343,3329,132,100,Clear,Low
SHP1156,13/02/2024,14/02/2024,14/02/2024,Drammen,Ålesund,Østlandet,Vestlandet,487,DHL Norway,Train,26.11,0.244,Express,0,0,5,5,1,4405,702,15,100,Clear,Low
SHP1157,22/01/2024,24/01/2024,24/01/2024,Fredrikstad,Ålesund,Østlandet,Vestlandet,528,Posten,Truck,0.1,0,Standard,1,0,8.6,8.6,1,6339,3328,132,100,Clear,Low
SHP1158,12/01/2024,14/01/2024,14/01/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,DB Schenker,Truck,2.84,0.024,Standard,0,0,7.1,7.1,1,5881,3087,122,100,Clear,Low
SHP1159,01/01/2024,02/01/2024,02/01/2024,Drammen,Oslo,Østlandet,Østlandet,516,DHL Norway,Truck,1.1,0.004,Standard,0,0,7.7,7.7,1,6191,3250,129,100,Rain,Medium
SHP1160,26/01/2024,27/01/2024,27/01/2024,Bergen,Tromsø,Vestlandet,Nord-Norge,327,DB Schenker,Truck,14.68,0.044,Standard,0,0,5.2,5.2,1,3927,2058,82,100,Clear,Low
SHP1161,01/03/2024,03/03/2024,03/03/2024,Trondheim,Bodø,Trøndelag,Nord-Norge,548,Bring,Truck,3.86,0.034,Express,0,0,5,5,1,9867,3453,137,100,Clear,Low
SHP1162,30/03/2024,01/04/2024,01/04/2024,Trondheim,Trondheim,Trøndelag,Trøndelag,46,DB Schenker,Van,18.36,0.095,Standard,0,0,2.3,2,0,379,100,6,85,Clear,High
SHP1163,08/02/2024,09/02/2024,09/02/2024,Stavanger,Ålesund,Vestlandet,Vestlandet,590,Posten,Truck,17.86,0.16,Standard,0,0,12.3,9.3,0,7087,3716,147,68,Snow,Low
SHP1164,12/01/2024,13/01/2024,13/01/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,Bring,Train,11.02,0.029,Standard,0,0,7.4,7.4,1,3246,778,16,100,Clear,Low
SHP1165,16/03/2024,17/03/2024,17/03/2024,Kristiansand,Bergen,Sørlandet,Vestlandet,591,Posten,Truck,10.96,0.05,Standard,0,0,9.6,9.6,1,7098,3724,148,100,Rain,Medium
SHP1166,15/03/2024,17/03/2024,17/03/2024,Bergen,Drammen,Vestlandet,Østlandet,543,DSV,Truck,12.05,0.05,Standard,0,1,10.3,8.1,0,6526,3423,136,73,Clear,High
SHP1167,10/03/2024,12/03/2024,12/03/2024,Oslo,Stavanger,Østlandet,Vestlandet,540,Posten,Truck,11.2,0.023,Standard,0,0,8.7,8.7,1,6486,3402,135,100,Clear,Low
SHP1168,05/01/2024,07/01/2024,07/01/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,Norsk Transport,Truck,4.89,0.046,Standard,0,0,5.7,5.7,1,4682,2457,98,100,Rain,Low
SHP1169,25/01/2024,27/01/2024,27/01/2024,Trondheim,Kristiansand,Trøndelag,Sørlandet,426,Bring,Truck,11.48,0.105,Standard,1,0,7.1,7.1,1,5115,2682,106,100,Clear,Low
SHP1170,06/03/2024,07/03/2024,07/03/2024,Drammen,Fredrikstad,Østlandet,Østlandet,213,Posten,Truck,22.77,0.134,Standard,1,0,3.4,3.4,1,2564,1340,53,100,Clear,Low
SHP1171,13/01/2024,15/01/2024,15/01/2024,Oslo,Oslo,Østlandet,Østlandet,15,DSV,Van,4.04,0.03,Standard,0,0,2,2,1,122,32,2,100,Clear,Low
SHP1172,07/01/2024,08/01/2024,08/01/2024,Stavanger,Tromsø,Vestlandet,Nord-Norge,292,Bring,Truck,28.98,0.097,Standard,0,1,3.8,3.8,1,3517,1839,73,100,Rain,Low
SHP1173,20/01/2024,22/01/2024,22/01/2024,Oslo,Bergen,Østlandet,Vestlandet,264,DSV,Truck,0.14,0.001,Express,0,0,2.5,2.5,1,4756,1665,66,100,Clear,Low
SHP1174,10/03/2024,11/03/2024,11/03/2024,Trondheim,Drammen,Trøndelag,Østlandet,346,Bring,Truck,4.29,0.041,Standard,0,0,5,5,1,4158,2182,87,100,Clear,Low
SHP1175,11/03/2024,12/03/2024,12/03/2024,Oslo,Bodø,Østlandet,Nord-Norge,245,Posten,Truck,1.42,0.007,Priority,0,0,3.3,3.3,1,3532,1545,61,100,Clear,Low
SHP1176,08/02/2024,10/02/2024,10/02/2024,Drammen,Tromsø,Østlandet,Nord-Norge,340,Bring,Truck,1.35,0.012,Standard,0,0,4.9,4.9,1,4081,2142,85,100,Clear,Medium
SHP1177,21/02/2024,22/02/2024,22/02/2024,Bergen,Bergen,Vestlandet,Vestlandet,5,Bring,Van,16.9,0.145,Express,0,0,2,2,1,74,11,1,100,Rain,Low
SHP1178,20/02/2024,21/02/2024,21/02/2024,Bodø,Bodø,Nord-Norge,Nord-Norge,29,Posten,Van,25.06,0.154,Standard,0,1,2,2,1,246,63,4,100,Clear,Low
SHP1179,26/01/2024,28/01/2024,28/01/2024,Oslo,Drammen,Østlandet,Østlandet,463,PostNord,Truck,15.04,0.052,Standard,0,1,11.2,7.6,0,5560,2915,116,54,Snow,Low
SHP1180,30/03/2024,01/04/2024,01/04/2024,Bergen,Ålesund,Vestlandet,Vestlandet,425,DB Schenker,Truck,37.56,0.217,Express,1,0,4.2,4.2,1,7673,2676,106,100,Fog,Low
SHP1181,02/03/2024,04/03/2024,04/03/2024,Oslo,Fredrikstad,Østlandet,Østlandet,421,DB Schenker,Truck,2.44,0.015,Express,0,0,4.6,4.2,0,7573,2650,105,90,Clear,High
SHP1182,01/02/2024,03/02/2024,03/02/2024,Tromsø,Stavanger,Nord-Norge,Vestlandet,539,DSV,Train,1.52,0.006,Standard,0,0,7.4,6.6,0,3237,777,16,88,Rain,Severe
SHP1183,10/02/2024,12/02/2024,12/02/2024,Kristiansand,Stavanger,Sørlandet,Vestlandet,282,DSV,Van,7.35,0.023,Standard,0,0,5.9,5.9,1,2260,609,34,100,Clear,Low
SHP1184,14/03/2024,16/03/2024,16/03/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,Norsk Transport,Truck,17.66,0.107,Standard,0,1,6.6,6.6,1,4689,2457,98,100,Rain,Low
SHP1185,21/01/2024,23/01/2024,23/01/2024,Trondheim,Tromsø,Trøndelag,Nord-Norge,362,Posten,Truck,0.41,0.001,Standard,0,0,5.6,5.6,1,4339,2278,90,100,Clear,Medium
SHP1186,31/01/2024,01/02/2024,01/02/2024,Fredrikstad,Ålesund,Østlandet,Vestlandet,408,Posten,Truck,54.18,0.428,Standard,1,0,7.9,5.6,0,4918,2568,102,60,Snow,Low
SHP1187,02/02/2024,04/02/2024,04/02/2024,Stavanger,Ålesund,Vestlandet,Vestlandet,279,Posten,Truck,9.22,0.09,Express,0,1,3.2,2.6,0,5027,1757,70,80,Clear,High
SHP1188,23/03/2024,24/03/2024,24/03/2024,Stavanger,Bergen,Vestlandet,Vestlandet,210,Posten,Truck,38.6,0.383,Standard,0,0,4.2,3.5,0,2539,1323,52,80,Snow,Low
SHP1189,19/02/2024,20/02/2024,20/02/2024,Oslo,Bergen,Østlandet,Vestlandet,554,Posten,Truck,4.54,0.008,Standard,0,0,8,8,1,6651,3490,139,100,Rain,Medium
SHP1190,09/02/2024,11/02/2024,11/02/2024,Oslo,Drammen,Østlandet,Østlandet,564,DB Schenker,Train,6.13,0.011,Standard,0,0,6.7,6.7,1,3388,812,17,100,Clear,Low
SHP1191,06/02/2024,07/02/2024,07/02/2024,Tromsø,Fredrikstad,Nord-Norge,Østlandet,311,DSV,Train,13.96,0.138,Express,0,0,2.6,2.6,1,2813,448,9,100,Clear,Low
SHP1192,21/02/2024,22/02/2024,22/02/2024,Tromsø,Bergen,Nord-Norge,Vestlandet,419,Scandinavian Express,Truck,15.74,0.147,Express,0,0,4.2,4.2,1,7550,2638,105,100,Rain,Low
SHP1193,23/01/2024,24/01/2024,24/01/2024,Trondheim,Drammen,Trøndelag,Østlandet,207,Posten,Truck,2.65,0.019,Standard,1,0,2.9,2.9,1,2489,1306,52,100,Clear,Medium
SHP1194,14/01/2024,16/01/2024,16/01/2024,Bergen,Kristiansand,Vestlandet,Sørlandet,202,Bring,Van,26.56,0.028,Standard,0,0,4.4,4.4,1,1627,436,24,100,Fog,Medium
SHP1195,16/03/2024,18/03/2024,18/03/2024,Bergen,Ålesund,Vestlandet,Vestlandet,507,Scandinavian Express,Truck,20.21,0.038,Standard,0,0,9.7,7.6,0,6091,3192,127,72,Fog,Severe
SHP1196,13/03/2024,14/03/2024,14/03/2024,Drammen,Ålesund,Østlandet,Vestlandet,413,DHL Norway,Truck,0.18,0.001,Standard,1,0,5.7,5.7,1,4960,2604,103,100,Rain,Low
SHP1197,06/02/2024,08/02/2024,08/02/2024,Tromsø,Tromsø,Nord-Norge,Nord-Norge,40,DSV,Van,1.38,0.009,Standard,0,1,2,2,1,318,86,5,100,Clear,Medium
SHP1198,17/01/2024,18/01/2024,18/01/2024,Tromsø,Kristiansand,Nord-Norge,Sørlandet,400,DSV,Truck,6.85,0.045,Express,0,0,4.3,4.3,1,7207,2521,100,100,Clear,Low
SHP1199,14/03/2024,16/03/2024,16/03/2024,Fredrikstad,Tromsø,Østlandet,Nord-Norge,452,DHL Norway,Train,6.18,0.035,Express,0,1,5.1,3.7,0,4071,651,14,64,Snow,Medium
SHP1200,19/03/2024,21/03/2024,21/03/2024,Trondheim,Bodø,Trøndelag,Nord-Norge,285,DSV,Truck,12.32,0.031,Standard,0,0,3.9,3.9,1,3428,1797,71,100,Clear,Low
SHP1201,22/02/2024,23/02/2024,23/02/2024,Oslo,Drammen,Østlandet,Østlandet,328,Posten,Truck,0.94,0.008,Standard,0,0,4.8,4.8,1,3937,2066,82,100,Clear,Medium
SHP1202,12/01/2024,14/01/2024,14/01/2024,Oslo,Drammen,Østlandet,Østlandet,206,DHL Norway,Van,10.35,0.094,Standard,0,0,5.6,4.8,0,1657,446,25,82,Clear,High
SHP1203,22/02/2024,23/02/2024,23/02/2024,Tromsø,Ålesund,Nord-Norge,Vestlandet,257,DSV,Van,9.58,0.062,Standard,0,0,8.7,6,0,2058,554,31,55,Storm,High
SHP1204,05/02/2024,07/02/2024,07/02/2024,Trondheim,Trondheim,Trøndelag,Trøndelag,10,Posten,Van,2.66,0.021,Priority,0,1,2,2,1,93,21,1,100,Clear,Low
SHP1205,09/02/2024,10/02/2024,10/02/2024,Oslo,Bodø,Østlandet,Nord-Norge,572,DSV,Truck,7.82,0.012,Standard,0,0,12.7,9.4,0,6863,3601,143,64,Snow,Low
SHP1206,07/03/2024,09/03/2024,09/03/2024,Oslo,Drammen,Østlandet,Østlandet,530,Bring,Truck,2.51,0.005,Standard,0,0,8,6.9,0,6361,3339,132,85,Clear,High
SHP1207,02/02/2024,03/02/2024,03/02/2024,Trondheim,Bergen,Trøndelag,Vestlandet,610,FedEx Norway,Train,1.59,0.003,Express,0,0,5.7,5,0,5491,878,18,86,Clear,Severe
SHP1208,12/02/2024,14/02/2024,14/02/2024,Oslo,Ålesund,Østlandet,Vestlandet,390,Posten,Truck,8.51,0.077,Standard,0,0,6,6,1,4684,2457,98,100,Rain,Low
SHP1209,24/01/2024,25/01/2024,25/01/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,FedEx Norway,Truck,37.93,0.061,Express,1,1,21.3,17.9,0,31348,10962,435,81,Clear,High
SHP1210,29/02/2024,01/03/2024,01/03/2024,Stavanger,Kristiansand,Vestlandet,Sørlandet,251,DSV,Van,2.7,0.01,Express,1,1,3.7,3.3,0,3014,542,30,87,Clear,Severe
SHP1211,17/02/2024,19/02/2024,19/02/2024,Drammen,Tromsø,Østlandet,Nord-Norge,551,Bring,Train,4.39,0.042,Express,0,0,5.1,5.1,1,4960,793,17,100,Rain,Low
SHP1212,17/01/2024,19/01/2024,19/01/2024,Trondheim,Stavanger,Trøndelag,Vestlandet,578,Posten,Truck,2.96,0.008,Standard,1,0,9.5,9.5,1,6941,3643,145,100,Clear,Medium
SHP1213,19/03/2024,21/03/2024,21/03/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,PostNord,Truck,3.1,0.016,Standard,1,0,6.9,6.9,1,5882,3087,122,100,Clear,Medium
SHP1214,16/02/2024,18/02/2024,18/02/2024,Drammen,Drammen,Østlandet,Østlandet,38,Norsk Transport,Van,5.18,0.029,Standard,0,0,2,2,1,305,82,5,100,Clear,Medium
SHP1215,21/02/2024,23/02/2024,23/02/2024,Oslo,Fredrikstad,Østlandet,Østlandet,443,Bring,Train,12.1,0.11,Standard,0,0,5.5,5.5,1,2663,638,13,100,Clear,Low
SHP1216,24/01/2024,25/01/2024,25/01/2024,Bergen,Oslo,Vestlandet,Østlandet,452,Posten,Truck,0.4,0.001,Express,0,0,4.8,4.8,1,8134,2847,113,100,Rain,Low
SHP1217,21/01/2024,23/01/2024,23/01/2024,Drammen,Trondheim,Østlandet,Trøndelag,331,DSV,Train,31.49,0.209,Standard,0,0,5,5,1,2003,477,10,100,Clear,Low
SHP1218,05/02/2024,06/02/2024,06/02/2024,Trondheim,Ålesund,Trøndelag,Vestlandet,252,DHL Norway,Truck,0.47,0.004,Standard,0,0,4.2,4.2,1,3026,1588,63,100,Clear,Medium
SHP1219,07/03/2024,09/03/2024,09/03/2024,Kristiansand,Drammen,Sørlandet,Østlandet,415,Posten,Truck,21.31,0.159,Standard,0,0,6.8,5.9,0,4995,2617,104,84,Clear,High
SHP1220,07/02/2024,09/02/2024,09/02/2024,Trondheim,Kristiansand,Trøndelag,Sørlandet,358,DB Schenker,Truck,22.48,0.213,Express,0,0,3.4,3.4,1,6465,2257,90,100,Clear,Medium
SHP1221,01/03/2024,03/03/2024,03/03/2024,Stavanger,Drammen,Vestlandet,Østlandet,459,DSV,Truck,7.43,0.057,Standard,0,0,7.6,7.6,1,5509,2891,115,100,Clear,Low
SHP1222,09/02/2024,10/02/2024,10/02/2024,Oslo,Oslo,Østlandet,Østlandet,29,Bring,Van,1.47,0.007,Standard,0,0,2.5,2,0,237,64,4,73,Clear,High
SHP1223,29/03/2024,30/03/2024,30/03/2024,Bergen,Kristiansand,Vestlandet,Sørlandet,416,DSV,Train,8.33,0.023,Standard,1,0,5.4,5.4,1,2497,598,12,100,Rain,Low
SHP1224,17/01/2024,18/01/2024,19/01/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,Posten,Container Ship,9.91,0.057,Express,0,0,42.2,35.9,0,10447,7830,313,82,Fog,High
SHP1225,02/02/2024,03/02/2024,03/02/2024,Oslo,Kristiansand,Østlandet,Sørlandet,496,DHL Norway,Truck,19.5,0.047,Standard,0,0,8.4,6.7,0,5965,3126,124,73,Snow,Medium
SHP1226,06/01/2024,07/01/2024,07/01/2024,Ålesund,Trondheim,Vestlandet,Trøndelag,331,DB Schenker,Truck,8,0.012,Standard,0,0,4.8,4.8,1,3980,2087,83,100,Clear,Medium
SHP1227,19/03/2024,20/03/2024,20/03/2024,Bergen,Tromsø,Vestlandet,Nord-Norge,298,DSV,Truck,5.29,0.036,Standard,0,1,4.6,4.6,1,3584,1880,75,100,Clear,Medium
SHP1228,10/02/2024,11/02/2024,11/02/2024,Tromsø,Drammen,Nord-Norge,Østlandet,515,Bring,Train,18.22,0.034,Standard,0,0,8.2,6.3,0,3102,742,15,69,Snow,Low
SHP1229,07/03/2024,08/03/2024,08/03/2024,Trondheim,Ålesund,Trøndelag,Vestlandet,586,Bring,Truck,39.61,0.226,Express,0,0,5.6,5.6,1,10586,3695,147,100,Clear,Medium
SHP1230,08/01/2024,09/01/2024,09/01/2024,Fredrikstad,Bodø,Østlandet,Nord-Norge,270,DHL Norway,Truck,10.36,0.035,Express,0,1,4.2,3.2,0,4872,1703,68,68,Snow,Low
SHP1231,05/02/2024,06/02/2024,06/02/2024,Stavanger,Ålesund,Vestlandet,Vestlandet,203,DSV,Truck,20.75,0.117,Standard,1,0,4.1,3.1,0,2452,1282,51,69,Snow,Medium
SHP1232,18/02/2024,19/02/2024,19/02/2024,Trondheim,Drammen,Trøndelag,Østlandet,227,DSV,Truck,9.13,0.026,Standard,0,0,3.7,3.7,1,2724,1428,57,100,Clear,Low
SHP1233,15/01/2024,16/01/2024,16/01/2024,Stavanger,Oslo,Vestlandet,Østlandet,540,DSV,Truck,11.7,0.06,Standard,1,0,8.6,8.6,1,6486,3402,135,100,Clear,Medium
SHP1234,18/01/2024,19/01/2024,19/01/2024,Oslo,Bodø,Østlandet,Nord-Norge,411,Bring,Truck,11.65,0.061,Priority,0,0,5.3,4.8,0,5931,2592,103,89,Clear,Severe
SHP1235,27/02/2024,29/02/2024,29/02/2024,Drammen,Drammen,Østlandet,Østlandet,21,Bring,Van,12.2,0.063,Standard,0,0,2,2,1,174,45,3,100,Clear,Low
SHP1236,15/02/2024,17/02/2024,17/02/2024,Oslo,Fredrikstad,Østlandet,Østlandet,291,Posten,Truck,3.87,0.03,Express,0,0,4.1,3.3,0,5246,1835,73,76,Snow,Medium
SHP1237,29/01/2024,30/01/2024,30/01/2024,Oslo,Trondheim,Østlandet,Trøndelag,490,Posten,Truck,8.57,0.053,Express,0,0,7.2,4.8,0,8826,3087,122,50,Storm,High
SHP1238,25/02/2024,27/02/2024,27/02/2024,Trondheim,Fredrikstad,Trøndelag,Østlandet,281,PostNord,Van,9.02,0.078,Express,0,0,4.6,4.6,1,3379,607,34,100,Fog,Low
SHP1239,14/03/2024,16/03/2024,16/03/2024,Oslo,Tromsø,Østlandet,Nord-Norge,1740,Posten,Cargo Plane,3.78,0.018,Priority,0,0,4.1,3.4,0,52202,78300,487,81,Clear,High
SHP1240,16/03/2024,17/03/2024,17/03/2024,Bodø,Stavanger,Nord-Norge,Vestlandet,424,Posten,Truck,4.31,0.025,Standard,0,0,6.8,6.8,1,5096,2674,106,100,Fog,Low
SHP1241,25/02/2024,26/02/2024,26/02/2024,Bodø,Drammen,Nord-Norge,Østlandet,596,DHL Norway,Truck,14.37,0.083,Priority,0,0,10.3,7,0,8585,3752,149,52,Snow,Medium
SHP1242,14/03/2024,16/03/2024,16/03/2024,Tromsø,Bergen,Nord-Norge,Vestlandet,509,Posten,Truck,8.74,0.073,Express,0,0,8.8,5.1,0,9177,3210,127,27,Snow,Severe
SHP1243,18/02/2024,19/02/2024,19/02/2024,Bergen,Bergen,Vestlandet,Vestlandet,23,DB Schenker,Van,1.62,0.002,Standard,0,0,2.6,2,0,184,50,3,72,Fog,Severe
SHP1244,04/01/2024,06/01/2024,06/01/2024,Oslo,Kristiansand,Østlandet,Sørlandet,381,Bring,Truck,18.18,0.068,Express,1,0,3.7,3.7,1,6878,2402,95,100,Clear,Low
SHP1245,16/03/2024,17/03/2024,17/03/2024,Tromsø,Ålesund,Nord-Norge,Vestlandet,261,Posten,Truck,21.47,0.111,Express,0,0,3,3,1,4710,1643,65,100,Clear,Low
SHP1246,14/02/2024,16/02/2024,16/02/2024,Bergen,Ålesund,Vestlandet,Vestlandet,569,Bring,Train,6.28,0.031,Express,0,0,5.9,4.8,0,5126,819,17,78,Clear,High
SHP1247,01/03/2024,02/03/2024,02/03/2024,Bodø,Ålesund,Nord-Norge,Vestlandet,401,Posten,Truck,2.34,0.005,Standard,0,0,7.1,5.6,0,4808,2524,100,73,Clear,High
SHP1248,14/02/2024,16/02/2024,16/02/2024,Bodø,Fredrikstad,Nord-Norge,Østlandet,484,DHL Norway,Truck,29.49,0.035,Standard,0,0,7.5,7.5,1,5824,3050,121,100,Rain,Medium
SHP1249,17/02/2024,18/02/2024,18/02/2024,Kristiansand,Trondheim,Sørlandet,Trøndelag,226,DSV,Truck,21.39,0.182,Standard,0,1,3.4,3.4,1,2726,1425,57,100,Clear,Low
SHP1250,20/01/2024,22/01/2024,22/01/2024,Oslo,Drammen,Østlandet,Østlandet,358,Posten,Truck,2.8,0.008,Express,1,1,3.8,3.8,1,6439,2253,89,100,Clear,Medium
SHP1251,25/02/2024,26/02/2024,26/02/2024,Bergen,Oslo,Vestlandet,Østlandet,549,Posten,Truck,1,0.002,Priority,0,0,7.2,7.2,1,7901,3456,137,100,Clear,Low
SHP1252,28/01/2024,30/01/2024,30/01/2024,Kristiansand,Kristiansand,Sørlandet,Sørlandet,25,Bring,Van,5.81,0.016,Standard,0,0,2.9,2,0,205,54,3,57,Storm,High
SHP1253,05/02/2024,06/02/2024,06/02/2024,Bergen,Tromsø,Vestlandet,Nord-Norge,374,Posten,Truck,11.28,0.064,Standard,0,0,5.2,5.2,1,4498,2358,94,100,Clear,Low
SHP1254,12/03/2024,14/03/2024,14/03/2024,Oslo,Bodø,Østlandet,Nord-Norge,444,Bring,Truck,1.93,0.019,Express,0,0,4.8,4.8,1,7985,2794,111,100,Clear,Medium
SHP1255,26/02/2024,28/02/2024,28/02/2024,Stavanger,Tromsø,Vestlandet,Nord-Norge,269,DSV,Truck,7.2,0.059,Standard,0,0,4.4,4.4,1,3231,1694,67,100,Clear,Low
SHP1256,04/03/2024,06/03/2024,06/03/2024,Bodø,Drammen,Nord-Norge,Østlandet,327,DHL Norway,Truck,5.54,0.032,Standard,1,0,4.4,4.4,1,3928,2061,82,100,Clear,Low
SHP1257,23/02/2024,24/02/2024,24/02/2024,Drammen,Stavanger,Østlandet,Vestlandet,384,Bring,Truck,22.12,0.174,Express,0,0,4.3,4.3,1,6937,2422,96,100,Rain,Medium
SHP1258,18/02/2024,19/02/2024,19/02/2024,Trondheim,Ålesund,Trøndelag,Vestlandet,532,PostNord,Truck,5.61,0.028,Standard,1,1,8.6,8.6,1,6384,3350,133,100,Clear,Low
